Unnamed: 0,0000000000,Student ID,Session 21/09/2023,Session 28/09/2023,Session 05/10/2023,Session 12/10/2023,Session 19/10/2023,Session 26/10/2023,Session 02/11/2023,Session 09/11/2023,Session 16/11/2023,Session 23/11/2023,Session 30/11/2023,Session 07/12/2023,Session 14/12/2023,Session 21/12/2023,sessionsAttended,attendancePercentage,Algorithms and Complexity,Analysis 1,Bachelor Semester Project 1,Bachelor Semester Project 2,Bachelor Semester Project 3,Bachelor Semester Project 5,Bachelor Semester Project 6,Computational Science,Computational Science 1,Computing Infrastructure 1,Discrete Mathematics 1,Discrete Mathématics 2,Human-Computer Interaction (HCI),Information Management 1,Information Management 2,Intelligent Systems 2,Introduction to Machine Learning,Linear Algebra 1,Linear Algebra 2,Natural Language Processing,Online Course (OL),Online courses (OL),Programming Fundamentals 1,Programming Fundamentals 3,Programming Languages,Security 1,Security 2,Software Engineering 1,Software Engineering 2,Software Foundations,Theoretical Computer Science 1,User Centered Design,Web Development 1,Web Development 2,Unnamed: 35
50,50,023238892c,A,A,P,P,A,P,P,P,P,P,P,P,P,A,10,71.42857142857143,,19,11.5,,,,,,,,14.8,,,,,,,17,,,,,17.4,,,,,,,,,,17.2,,
51,51,0231507438,P,A,P,P,P,P,P,P,A,P,P,P,P,A,11,78.57142857142857,,,10,,,,,,,,,,,,,,,13,,,,,16.1,,,,,,,,,,17,,
52,52,0232454919,P,A,A,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,ABS_EXAM,7,,,,,,,,ABS_EXAM_JUST,,,,,,,ABS_EXAM_JUST,,,,,ABS_EXAM_JUST,,,,,,,,,,13.4,,
53,53,0232059530,A,A,P,A,P,A,A,A,A,A,P,P,A,P,5,35.714285714285715,,ABS_EXAM,0,,,,,,,,ABS_EXAM,,,,,,,4,,,,,11.4,,,,,,,,,,15.8,,
54,54,0231364350,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,12.8,7,,,,,,,,14.4,,,,,,,18,,,,,17.9,,,,,,,,,,14.7,,
55,55,0232453107,P,A,A,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,ABS_EXAM_JUST,8,,,,,,,,ABS_EXAM_JUST,,,,,,,ABS_EXAM_JUST,,,,,ABS_EXAM_JUST,,,,,,,,,,13.3,,
56,56,023022572b,P,A,P,P,P,P,A,A,A,A,A,A,A,A,5,35.714285714285715,,8.6,14.5,,,,,,,,12.3,,,,,,,11,,,,,11.8,,,,,,,,,,14.3,,
57,57,0211657614,P,A,P,P,A,A,A,P,A,A,A,A,A,A,4,28.57142857142857,,12,4,,,,,,,,13.8,,,,,,,8,,,,,10.7,,,,,,,,,,14.1,,
58,58,023067524c,A,A,P,P,P,P,P,A,A,A,A,A,A,P,6,42.85714285714285,,,7.5,,,,,,,,ABS_EXAM,,,,,,,6,,,,,,,,,,,,,,,4,,
59,59,0231990525,P,A,P,P,A,P,A,P,P,P,P,P,P,A,10,71.42857142857143,,9.4,8,,,,,,,,5.5,,,,,,,8,,,,,6.2,,,,,,,,,,12.1,,
60,60,023255372b,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,ABS_EXAM,12.5,,,,,,,,ABS_EXAM,,,,,,,ABS_EXAM,,,,,16.2,,,,,,,,,,17,,
61,61,023017440f,A,A,P,A,A,P,A,A,A,A,A,A,A,A,2,14.285714285714285,,3.2,8,,,,,,,,9.3,,,,,,,6,,,,,13,,,,,,,,,,15,,
62,62,0231754101,A,A,P,P,P,A,A,P,P,A,P,P,P,A,8,57.14285714285714,,12.9,9,,,,,,,,13.3,,,,,,,14,,,,,16.5,,,,,,,,,,16.9,,
63,63,0231733556,P,A,P,P,P,P,P,P,P,A,A,P,P,A,10,71.42857142857143,,15.7,15.5,,,,,,,,15,,,,,,,15,,,,,14.1,,,,,,,,,,17.7,,
64,64,023122492c,A,A,P,P,P,P,P,P,P,P,P,P,P,A,11,78.57142857142857,,20,15.5,,,,,,,,17.1,,,,,,,20,,,,,19.6,,,,,,,,,,16.2,,
65,65,0232519054,A,A,A,P,P,A,A,A,A,A,A,P,A,A,3,21.428571428571427,,12.3,13.5,,,,,,,,10.5,,,,,,,13,,,,,11.6,,,,,,,,,,17.3,,
66,66,023244245e,P,A,P,A,A,A,P,A,A,P,A,P,A,A,5,35.714285714285715,,11.3,10,,,,,,,,14.7,,,,,,,14,,,,,10,,,,,,,,,,15.1,,
67,67,023087763f,P,A,P,A,P,A,A,A,A,A,A,A,A,A,3,21.428571428571427,,4.8,13.5,,,,,,,,7,,,,,,,4,,,,,10.1,,,,,,,,,,14.1,,
68,68,023200720a,A,A,A,A,P,A,P,A,A,A,A,A,P,A,3,21.428571428571427,,17.5,10,,,,,,,,12.4,,,,,,,17,,,,,14.2,,,,,,,,,,16.6,,
69,69,0230218847,A,A,P,A,P,A,A,P,P,P,P,P,P,A,8,57.14285714285714,,11.8,11,,,,,,,,7.8,,,,,,,11,,,,,14,,,,,,,,,,14.9,,
70,70,0232456125,P,A,P,A,P,A,A,A,A,A,A,A,A,A,3,21.428571428571427,,ABS_EXAM,13,,,,,,,,10,,,,,,,5,,,,,ABS_EXAM,,,,,,,,,,14.3,,
71,71,0232590719,P,A,P,P,P,P,P,P,P,P,P,P,P,A,12,85.71428571428571,,20,11,,,,,,,,12.8,,,,,,,17,,,,,14.4,,,,,,,,,,14.6,,
72,72,023256040d,P,A,P,P,P,P,P,P,P,P,P,P,P,A,12,85.71428571428571,,9.6,6,,,,,,,,6.2,,,,,,,10,,,,,5.7,,,,,,,,,,14.8,,
73,73,023240691e,P,A,P,P,P,P,P,A,P,A,A,A,P,A,8,57.14285714285714,,6,10,,,,,,,,6.5,,,,,,,3,,,,,7.3,,,,,,,,,,12.5,,
74,74,0232503318,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,2.8,8,,,,,,,,8.5,,,,,,,4,,,,,13.6,,,,,,,,,,11.3,,
75,75,023216612f,A,A,P,P,P,A,A,A,A,A,A,A,A,A,3,21.428571428571427,,1.3,4.5,,,,,,,,4.8,,,,,,,0,,,,,1.8,,,,,,,,,,2.3,,
76,76,023180873e,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,,10,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,11.3,,
77,77,023130081b,P,A,A,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,9.1,9,,,,,,,,12.2,,,,,,,13,,,,,ABS_EXAM,,,,,,,,,,14.6,,
78,78,0222051043,P,A,P,P,P,P,A,A,A,A,A,A,A,A,5,35.714285714285715,,13.1,4,,,,,,,,7.9,,,,,,,9,,,,,12.8,,,,,,,,,,11.3,,
79,79,0231954844,P,A,A,A,P,P,A,A,A,A,A,A,A,A,3,21.428571428571427,,ABS_EXAM,ABS_EXAM,,,,,,,,ABS_EXAM,,,,,,,ABS_EXAM,,,,,ABS_EXAM,,,,,,,,,,ABS_EXAM,,
80,80,023087230a,P,A,A,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,2.1,7.5,,,,,,,,2.9,,,,,,,4,,,,,ABS_EXAM,,,,,,,,,,ABS_EXAM,,
81,81,023233720c,P,A,P,A,A,A,A,A,A,A,A,A,A,A,2,14.285714285714285,,4.2,13,,,,,,,,4.4,,,,,,,3,,,,,3.7,,,,,,,,,,3.3,,
82,82,0230939806,A,A,P,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,8.5,12.5,,,,,,,,6.1,,,,,,,4,,,,,8.6,,,,,,,,,,13.7,,
83,83,0231777024,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,,7.5,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,11.9,,
84,84,0231728221,P,A,A,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,ABS_EXAM,10.5,,,,,,,,ABS_EXAM,,,,,,,ABS_EXAM,,,,,ABS_EXAM,,,,,,,,,,ABS_EXAM,,
85,85,023237761c,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,ABS_EXAM,13,,,,,,,,ABS_EXAM,,,,,,,6,,,,,ABS_EXAM,,,,,,,,,,16.2,,
86,86,0232378323,P,A,A,A,A,A,A,A,A,A,A,A,P,A,2,14.285714285714285,,4.2,6.5,,,,,,,,2.2,,,,,,,5,,,,,,,,,,,,,,,11.6,,
87,87,023193644e,P,A,A,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,ABS_EXAM,10,,,,,,,,ABS_EXAM,,,,,,,ABS_EXAM,,,,,ABS_EXAM,,,,,,,,,,ABS_EXAM,,
88,88,023153864d,P,A,A,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,2,7,,,,,,,,1.8,,,,,,,1,,,,,1.8,,,,,,,,,,4,,
89,89,0232528350,A,A,A,A,A,A,A,A,A,A,P,A,A,A,1,7.142857142857142,ABS_EXAM,ABS_EXAM,ABS_EXAM,,15.5,,,,,,ABS_EXAM,ABS_EXAM,,ABS_EXAM,,,,ABS_EXAM,,,,,,18,,16,,,,,,,ABS_EXAM,,
90,90,023244390c,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,ABS_EXAM,7.5,,,,,,,,ABS_EXAM,,,,,,,ABS_EXAM,,,,,10,,,,,,,,,,ABS_EXAM,,
91,91,023254120f,P,A,A,A,A,A,A,A,A,A,A,A,A,A,1,7.142857142857142,,13.7,14,,,,,,,,10.9,,,,,,,14,,,,,15.3,,,,,,,,,,11.5,,
92,92,0231480049,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,2.7,3.5,,,,,,,,1.5,,,,,,,1,,,,,2.2,,,,,,,,,,3,,
94,94,0231298605,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,ABS_EXAM,8.5,,,,,,,,ABS_EXAM,,,,,,,ABS_EXAM,,,,,ABS_EXAM,,,,,,,,,,ABS_EXAM,,
96,96,0230360925,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,ABS_EXAM,4,,,,,,,,ABS_EXAM,,,,,,,ABS_EXAM,,,,,ABS_EXAM,,,,,,,,,,ABS_EXAM,,
97,97,023246642b,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0.0,,0,,,,,,,,,ABS_EXAM,,,,,,,0,,,,,0,,,,,,,,,,0,,
